PreferredSponsors,Gender,Country,Degree,Sign Up Date,city,isFromSocialMedia
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Ghana,Undergraduate Student,2023-06-25T20:42:58.524Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Ethiopia,Undergraduate Student,2023-06-20T14:10:12.947Z,Hyderabad,True
"[""Saint Louis University"",""GlobalShala"",""Grant Thornton China"",""Excelerate""]",Female,India,Undergraduate Student,2022-10-17T06:27:14.485Z,Ballari,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Graduate Program Student,2023-08-15T05:09:30.032Z,New Delhi,False
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,United States,Undergraduate Student,2022-09-20T23:33:01.101Z,Lombard,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,2023-07-06T08:04:52.263Z,Mahendragarh,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Egypt,Undergraduate Student,2023-06-13T09:38:03.497Z,New Cairo,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-07-19T16:44:35.604Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Afghanistan,Undergraduate Student,2023-06-07T04:23:47.988Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-05-20T11:13:43.568Z,Hyderabad,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,India,High School Student,2022-09-21T14:40:50.504Z,Bangalore,False
"[""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,India,Graduate Program Student,2023-02-23T14:14:23.669Z,Vijayawada,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Graduate Program Student,2023-05-13T04:16:07.103Z,Firozabad,False
"[""Saint Louis University""]",Female,United States,Graduate Program Student,2023-07-18T22:30:18.618Z,Saint Louis,False
"[""Illinois Institute of Technology""]",Male,India,Graduate Program Student,2023-06-27T07:56:38.501Z,Osmanabad,False
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Female,India,Not in Education,2022-09-02T05:21:04.092Z,Coimbatore,False
"[""Saint Louis University""]",Male,United States,Graduate Program Student,2023-08-10T00:23:17.850Z,Saint Louis,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Graduate Program Student,2023-07-23T13:12:51.218Z,Lagos,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Undergraduate Student,2023-06-14T21:54:10.525Z,Lagos,False
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,United States,High School Student,2023-01-07T21:04:42.226Z,Holmdel,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Pakistan,Undergraduate Student,2023-04-30T04:13:09.505Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Egypt,Undergraduate Student,2023-06-18T11:57:07.062Z,Maadi,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-05-02T04:24:20.486Z,Patiala,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Female,India,Undergraduate Student,2022-09-02T16:15:12.699Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-08-09T05:13:00.465Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-08-04T07:05:33.796Z,Hyderabad,True
"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,India,Undergraduate Student,2023-02-03T19:48:00.284Z,Greater Noida,False
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Female,India,Undergraduate Student,2022-10-01T03:12:51.957Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,2023-08-15T00:39:49.036Z,North,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-06-14T11:29:45.298Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-07-22T17:03:39.962Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Afghanistan,Undergraduate Student,2023-06-06T13:19:27.901Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Egypt,Undergraduate Student,2023-06-14T15:56:55.206Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Cote d'Ivoire,Undergraduate Student,2023-03-15T06:28:38.378Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-06-12T15:08:02.070Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Somalia,Graduate Program Student,2023-06-15T18:56:39.651Z,Hargeisa,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,South Africa,Graduate Program Student,2023-07-28T09:45:33.426Z,Johannesburg,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Not in Education,2023-07-20T03:08:55.342Z,Lagos,False
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,United States,Undergraduate Student,2022-10-30T23:51:27.747Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Mauritius,Graduate Program Student,2023-06-06T05:09:21.473Z,Port Louis,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-07-06T08:33:51.222Z,Rewa,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Undergraduate Student,2023-06-14T01:06:25.759Z,Lagos,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Not in Education,2023-06-21T03:53:08.015Z,Gurgaon,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,South Africa,Undergraduate Student,2023-06-11T10:34:58.540Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-05-04T15:09:32.538Z,Rajanna sircilla,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,2023-05-12T17:29:57.098Z,RAJAHMUNDRY,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Ghana,Undergraduate Student,2023-07-14T00:13:39.382Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Graduate Program Student,2023-07-12T19:37:23.242Z,Onitsha,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Tunisia,Undergraduate Student,2023-05-18T14:54:47.979Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Graduate Program Student,2023-07-13T07:11:51.013Z,Keffi,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Ghana,Graduate Program Student,2023-06-13T13:42:25.629Z,Accra,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-05-18T17:42:49.603Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,High School Student,2023-05-22T00:08:38.756Z,Leander,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-08-02T18:31:15.289Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-06-04T04:51:57.576Z,Nizamabad District,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-03-12T17:00:19.615Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-07-04T22:06:23.952Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-05-20T16:57:16.439Z,Raigarh Chattisgarh,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,2023-05-04T05:57:12.477Z,PEDDAPURAM,False
"[""Saint Louis University""]",Male,India,Graduate Program Student,2023-09-03T13:31:01.824Z,Aurangabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-08-06T08:08:15.758Z,Madurai,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,2023-06-16T04:09:00.753Z,Vaheri,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-07-02T12:05:54.195Z,Solapur,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Not in Education,2023-07-09T01:39:12.103Z,Ghaziabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Graduate Program Student,2023-06-17T07:58:50.287Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Egypt,Undergraduate Student,2023-03-29T02:04:55.766Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-06-15T13:13:07.020Z,Lucknow,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United Kingdom,Graduate Program Student,2023-08-23T19:22:30.842Z,Bolton,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,High School Student,2023-10-08T05:56:26.932Z,chennai,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,South Africa,Undergraduate Student,2023-06-15T22:46:47.607Z,Klerksdorp,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-09-09T16:30:30.790Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-04-07T02:39:33.053Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-07-08T17:23:35.387Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,2023-06-16T13:23:41.337Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Graduate Program Student,2023-06-16T15:54:22.036Z,Saint Louis,False
"[""Saint Louis University""]",Male,India,Undergraduate Student,2023-08-10T13:48:29.260Z,DEORIA,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Pakistan,Undergraduate Student,2023-06-15T18:36:05.414Z,Karachi,True
"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,United States,Undergraduate Student,2023-01-17T04:24:36.708Z,Austin,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-05-03T05:01:01.930Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-06-16T13:04:11.651Z,Hyderabad,False
"[""Saint Louis University"",""Excelerate""]",Female,United States,Undergraduate Student,2023-05-29T19:55:00.888Z,Willow Springs,True
"[""Illinois Institute of Technology""]",Male,Nigeria,Graduate Program Student,2023-08-31T16:18:10.710Z,Rumuodomaya,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-06-03T09:00:15.707Z,Aurangabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Ghana,Undergraduate Student,2023-06-30T08:31:03.975Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Undergraduate Student,2023-07-21T00:16:40.792Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-09-08T16:14:15.214Z,Nizamabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,2023-06-14T14:15:08.529Z,Nagpur,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-06-08T14:42:40.295Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Egypt,Undergraduate Student,2023-05-24T18:06:00.000Z,Cairo,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-05-02T17:52:18.924Z,Delhi,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Female,Nigeria,Graduate Program Student,2023-05-12T09:44:00.000Z,Calabar,False
"[""Saint Louis University""]",Male,United States,Graduate Program Student,2023-08-31T18:58:39.004Z,Saint louis,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-07-27T18:51:05.704Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Undergraduate Student,2023-06-16T11:41:14.495Z,usa,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Undergraduate Student,2023-06-13T10:27:09.487Z,KANO STATE,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Pakistan,Undergraduate Student,2023-06-15T20:05:24.702Z,Hyderabad,True
"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate"",""Grant Thornton China""]",Female,India,Undergraduate Student,2023-08-13T07:53:12.387Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,2023-07-13T11:46:45.601Z,PALAKKAD,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-03-15T07:09:13.326Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Egypt,Graduate Program Student,2023-06-15T14:07:51.962Z,Giza,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,2023-06-13T10:28:46.474Z,Khanewal,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Graduate Program Student,2023-09-13T14:39:37.577Z,chicago,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-05-31T21:53:16.514Z,Shimla,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Not in Education,2023-06-15T17:10:42.317Z,Vellore,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,2023-03-25T00:58:57.384Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Not in Education,2023-07-10T08:02:13.816Z,Begusarai,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Not in Education,2023-04-22T05:27:43.927Z,Warangal,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Egypt,Graduate Program Student,2023-06-14T13:29:08.049Z,Alexandria,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-08-14T13:29:07.508Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Not in Education,2023-10-28T13:05:21.208Z,PUNE,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Ethiopia,Not in Education,2023-07-28T11:02:02.864Z,Addis Ababa,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,Nigeria,Graduate Program Student,2022-08-27T13:07:55.116Z,Dopemu,False
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,United States,Undergraduate Student,2023-01-28T08:23:33.295Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-02-25T18:25:45.357Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,2023-06-15T23:24:50.662Z,Ipaja,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Graduate Program Student,2023-06-19T05:54:12.213Z,bengaluru,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Ghana,Undergraduate Student,2023-07-08T02:59:21.797Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nepal,High School Student,2023-03-30T06:13:25.964Z,Lalitpur,False
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,India,Graduate Program Student,2022-10-20T06:06:33.977Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Graduate Program Student,2023-09-27T21:47:24.682Z,saint louis,False
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,Nigeria,Graduate Program Student,2022-09-29T20:48:19.787Z,Ibadan,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-08-06T13:13:53.629Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Graduate Program Student,2023-06-13T13:21:32.327Z,Visakhapatnam,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Uganda,Graduate Program Student,2023-08-22T18:19:53.788Z,Kampala,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-05-15T00:33:56.197Z,Cuddalore,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Bangladesh,Undergraduate Student,2023-06-15T18:30:49.901Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,2023-07-06T18:17:28.379Z,Nellore,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-07-21T17:22:34.769Z,Muzaffarpur,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-09-11T11:41:28.784Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Not in Education,2023-06-27T09:17:34.648Z,Onitsha,True
"[""Saint Louis University"",""Excelerate""]",Male,India,Not in Education,2022-10-27T15:15:41.578Z,Sattenapalli,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,2023-06-16T08:11:31.876Z,Surulere,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,2023-06-27T14:51:57.832Z,Asaba,False
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,United States,Graduate Program Student,2022-08-28T16:30:47.082Z,Chicago,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Egypt,Graduate Program Student,2023-06-13T15:37:18.524Z,Cairo,False
"[""Saint Louis University""]",Male,United States,Graduate Program Student,2023-08-22T01:23:34.283Z,St Louis,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Undergraduate Student,2023-06-16T08:48:51.773Z,Lagos,False
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Don't want to specify,India,Undergraduate Student,2022-11-29T10:24:09.926Z,Hyderabad,False
"[""Illinois Institute of Technology""]",Male,Afghanistan,Undergraduate Student,2023-06-12T07:45:49.195Z,Hyderabad,False
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,United States,Undergraduate Student,2022-11-16T05:05:20.068Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-03-30T17:58:33.105Z,Hyderabad,False
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,India,Graduate Program Student,2022-10-21T05:55:33.179Z,Tenali,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Undergraduate Student,2023-08-11T08:04:59.195Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-05-30T04:40:54.172Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Egypt,Undergraduate Student,2023-08-29T19:56:03.698Z,Fayoum,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-08-02T12:15:20.943Z,Dhule,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-08-25T08:05:46.997Z,Hyderabad,True
"[""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,Ghana,Undergraduate Student,2023-03-08T11:38:09.149Z,Accra,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Not in Education,2023-06-21T05:01:34.343Z,Vizag,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-07-01T16:04:49.294Z,Pune,True
"[""GlobalShala"",""Grant Thornton China"",""Illinois Institute of Technology"",""Excelerate"",""Saint Louis University""]",Female,United States,High School Student,2023-04-29T18:23:04.618Z,Wood Dale,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Indonesia,Graduate Program Student,2023-05-26T09:15:19.252Z,Makassar,False
